NO,Original ASF,Rounding ASF,Payment Method_encoded,Channel_encoded,Order ID_encoded,SLS Tracking Number_encoded,Shopee Order SN_encoded,Sort Code Name_encoded,SOC Received time_encoded,OnHoldReason_encoded,Status_encoded,Order Account_encoded,Current Station_encoded,Pickup Station_encoded,Destination Station_encoded,Next Station_encoded
1.0,55900.0,55900.0,0,0,233,677,757,182,877,0,3,0,2,52,67,16
2.0,48800.0,48800.0,0,0,370,643,608,163,882,0,2,0,2,52,35,35
3.0,28400.0,28400.0,0,0,772,413,982,44,886,0,2,0,2,52,121,35
4.0,14700.0,14700.0,1,0,30,773,997,190,795,0,2,0,0,33,98,29
5.0,20300.0,20300.0,1,0,0,245,941,53,768,0,2,2,2,52,106,7
6.0,18300.0,18300.0,0,0,196,375,897,57,775,0,2,2,2,52,24,10
7.0,18300.0,18300.0,1,0,556,842,954,261,742,0,2,2,2,52,145,7
8.0,18300.0,18300.0,0,0,610,251,958,118,788,0,2,2,2,52,54,7
9.0,34600.0,34600.0,1,0,747,327,822,262,132,0,2,2,2,52,99,16
10.0,18300.0,18300.0,0,0,404,169,995,76,523,0,1,0,2,61,157,42
11.0,14200.0,14200.0,1,0,356,836,45,166,961,0,2,2,2,106,62,37
12.0,21300.0,21300.0,0,0,283,697,302,51,657,0,4,0,2,115,16,5
13.0,11000.0,11000.0,1,0,153,385,821,152,801,0,2,1,2,52,76,35
14.0,19000.0,19000.0,0,0,791,127,859,43,881,0,2,1,2,52,156,8
15.0,19800.0,19800.0,1,0,863,224,615,195,652,0,2,0,2,70,44,35
16.0,11200.0,11200.0,0,0,113,559,31,211,952,0,2,2,2,106,85,35
17.0,10100.0,10100.0,0,0,594,924,29,240,948,0,2,2,2,106,20,37
18.0,9100.0,9100.0,0,0,734,652,27,40,955,0,0,2,2,106,103,37
19.0,11500.0,11500.0,0,0,538,932,340,281,532,0,3,1,2,117,96,24
20.0,16200.0,16200.0,1,0,735,578,122,256,629,0,1,2,4,100,42,29
21.0,23400.0,23400.0,1,0,118,829,813,97,576,0,3,2,2,65,42,13
22.0,21300.0,21300.0,0,0,833,473,150,218,580,0,1,2,2,86,157,42
23.0,15200.0,15200.0,1,0,215,674,967,240,845,0,2,2,2,52,20,37
24.0,21300.0,21300.0,1,0,310,974,709,292,826,0,2,2,1,59,155,29
25.0,21300.0,21300.0,0,0,930,65,281,110,649,0,4,2,2,115,30,9
26.0,10100.0,10100.0,0,0,73,630,24,120,956,0,2,2,2,106,9,13
27.0,11200.0,11200.0,0,0,264,982,19,274,960,0,2,2,2,106,130,35
28.0,9100.0,9100.0,1,0,573,776,18,5,962,0,4,2,2,106,5,37
29.0,14700.0,14700.0,0,0,621,233,157,228,623,0,0,0,2,78,118,30
30.0,18300.0,18300.0,0,0,944,433,702,278,794,0,2,0,1,88,112,29
31.0,14700.0,14700.0,1,0,149,137,881,275,630,0,3,0,2,84,153,39
32.0,15700.0,15700.0,0,0,635,851,621,116,653,0,2,0,2,70,138,35
33.0,22300.0,22300.0,0,0,505,202,547,23,577,0,0,2,2,65,79,22
34.0,29400.0,29400.0,1,0,925,412,985,190,559,0,0,0,2,125,98,25
35.0,22300.0,22300.0,1,0,183,67,543,300,330,0,3,0,2,9,61,26
36.0,21300.0,21300.0,1,0,241,532,123,62,208,0,0,2,2,89,38,9
37.0,18300.0,18300.0,1,0,564,138,12,246,529,0,2,2,2,106,133,10
38.0,9100.0,9100.0,0,0,576,418,11,61,515,0,3,2,2,106,98,25
39.0,10100.0,10100.0,0,0,805,712,8,142,945,0,2,2,2,106,149,36
40.0,16200.0,16200.0,0,0,116,458,921,146,14,0,1,0,2,70,73,7
41.0,19800.0,19800.0,1,0,851,451,636,63,692,0,2,0,2,70,44,35
42.0,20300.0,20300.0,0,0,512,909,348,7,588,0,4,2,2,65,7,1
43.0,14700.0,14700.0,1,0,581,484,407,72,386,0,0,0,2,59,120,32
44.0,17200.0,17200.0,0,0,448,377,568,269,442,0,2,2,2,64,107,26
45.0,34400.0,34400.0,0,0,685,678,218,101,772,0,4,2,2,71,79,22
46.0,14700.0,14700.0,0,0,181,371,309,71,477,0,4,0,2,119,118,30
47.0,14200.0,14200.0,0,0,839,339,48,275,696,0,4,0,2,45,153,39
48.0,17200.0,17200.0,0,0,803,625,962,214,220,0,3,2,2,20,109,5
49.0,14700.0,14700.0,0,0,286,992,665,275,30,0,4,0,2,44,153,39
50.0,22400.0,22400.0,0,0,141,73,268,273,575,0,0,2,2,65,152,38
51.0,21300.0,21300.0,0,0,591,864,223,86,597,0,2,2,2,65,38,9
52.0,21300.0,21300.0,0,0,659,189,258,224,578,0,2,2,2,65,38,9
53.0,23400.0,23400.0,0,0,745,62,323,130,622,0,4,2,2,65,64,20
54.0,23400.0,23400.0,0,0,878,7,315,299,598,0,3,2,2,65,52,17
55.0,14700.0,14700.0,1,0,323,642,720,87,102,0,2,0,1,56,39,29
56.0,11500.0,11500.0,1,0,203,661,830,102,502,0,3,1,2,119,45,14
57.0,21300.0,21300.0,0,0,401,503,760,156,409,0,4,2,2,39,98,25
58.0,14700.0,14700.0,1,0,638,316,189,14,262,0,0,0,2,26,10,3
59.0,21300.0,21300.0,1,0,462,425,497,276,359,0,4,2,2,39,112,28
60.0,30400.0,30400.0,0,0,92,154,243,176,116,0,2,2,2,7,111,27
61.0,15200.0,15200.0,0,0,230,108,637,134,124,0,2,2,2,7,111,27
62.0,16200.0,16200.0,0,0,856,455,178,298,18,0,3,2,2,79,157,42
63.0,22300.0,22300.0,1,0,770,689,739,7,266,0,4,0,2,10,7,1
64.0,14700.0,14700.0,1,0,57,922,846,14,250,0,3,0,2,113,10,3
65.0,22300.0,22300.0,0,0,391,707,205,301,597,0,0,2,2,65,79,22
66.0,15200.0,15200.0,0,0,867,551,580,27,651,0,2,2,2,116,16,5
67.0,19800.0,19800.0,1,0,15,266,643,63,647,0,2,0,2,70,44,35
68.0,22300.0,22300.0,0,0,334,454,481,180,445,0,3,2,2,27,79,22
69.0,20300.0,20300.0,0,0,632,987,996,254,818,0,3,2,1,88,112,29
70.0,17300.0,17300.0,0,0,163,359,280,231,387,0,3,2,2,53,120,32
71.0,15200.0,15200.0,1,0,693,804,973,103,732,0,3,2,2,126,33,16
72.0,16200.0,16200.0,0,0,96,39,297,97,811,0,2,2,4,100,42,29
73.0,20300.0,20300.0,1,0,336,155,452,70,21,0,4,2,2,37,30,9
74.0,23400.0,23400.0,1,0,388,594,507,11,27,0,4,2,2,37,16,5
75.0,17300.0,17300.0,1,0,740,119,993,228,46,0,4,2,2,21,118,30
76.0,14700.0,14700.0,1,0,769,70,851,87,323,0,4,0,2,118,39,12
77.0,21300.0,21300.0,1,0,528,542,71,157,24,0,4,0,2,37,70,21
78.0,22300.0,22300.0,1,0,389,482,572,300,537,0,4,0,2,39,61,26
79.0,14700.0,14700.0,1,0,837,240,999,230,255,0,0,0,2,57,119,31
80.0,18300.0,18300.0,0,0,937,287,964,32,212,0,1,0,2,87,19,6
81.0,8500.0,8500.0,0,0,804,271,22,107,128,0,2,1,2,80,64,20
82.0,21300.0,21300.0,0,0,13,398,978,224,408,0,0,2,2,96,38,9
83.0,16200.0,16200.0,1,0,553,214,3,228,688,0,0,2,2,33,118,30
84.0,18300.0,18300.0,1,0,679,616,863,57,534,0,2,2,2,52,24,10
85.0,14000.0,14000.0,1,0,496,569,392,223,460,0,3,1,2,61,117,27
86.0,22300.0,22300.0,0,0,949,639,215,158,668,0,2,2,1,115,79,29
87.0,14700.0,14700.0,0,0,10,668,176,36,444,0,4,0,4,64,48,29
88.0,18300.0,18300.0,1,0,366,835,998,236,572,0,4,0,2,120,112,28
89.0,32500.0,32500.0,0,0,382,694,603,202,246,0,2,0,2,94,102,16
90.0,34600.0,34600.0,1,0,681,853,815,286,236,0,2,2,2,63,124,35
91.0,22300.0,22300.0,0,0,11,834,763,89,290,0,1,0,2,43,149,36
92.0,14700.0,14700.0,1,0,832,126,410,159,103,0,1,0,1,57,80,29
93.0,14700.0,14700.0,1,0,416,785,766,71,605,0,0,0,2,55,118,30
94.0,16200.0,16200.0,1,0,502,175,207,207,631,0,3,2,4,100,61,29
95.0,22300.0,22300.0,0,0,950,392,808,297,584,0,3,0,2,55,70,21
96.0,14700.0,14700.0,0,0,717,754,735,228,616,0,4,0,2,55,118,30
97.0,11700.0,11700.0,1,0,138,401,25,263,958,0,2,0,2,106,146,7
98.0,17200.0,17200.0,1,0,255,767,624,244,522,0,2,0,2,106,133,10
99.0,26400.0,26400.0,1,0,342,920,13,186,526,0,2,0,2,106,83,16
100.0,11600.0,11600.0,1,0,683,247,586,30,528,0,2,0,2,106,18,10
101.0,26400.0,26400.0,1,0,806,498,72,171,517,0,2,0,2,106,60,16
102.0,14700.0,14700.0,0,0,897,324,756,228,607,0,0,0,2,55,118,30
103.0,25400.0,25400.0,1,0,935,456,70,48,524,0,2,0,2,106,87,7
104.0,14700.0,14700.0,0,0,34,355,689,228,595,0,0,0,2,55,118,30
105.0,14700.0,14700.0,1,0,171,555,676,232,591,0,0,0,2,55,119,31
106.0,23400.0,23400.0,0,0,315,869,753,9,427,0,2,2,2,124,9,13
107.0,21300.0,21300.0,1,0,419,709,706,198,425,0,4,2,2,124,136,34
108.0,14700.0,14700.0,1,0,506,560,695,229,599,0,0,0,2,55,120,32
109.0,21300.0,21300.0,0,0,742,844,837,292,434,0,4,2,2,124,155,41
110.0,17300.0,17300.0,1,0,847,771,875,71,518,0,0,2,2,124,118,30
111.0,17300.0,17300.0,1,0,879,645,787,228,429,0,0,2,2,124,118,30
112.0,14700.0,14700.0,0,0,880,624,664,230,610,0,0,0,2,55,119,31
113.0,12000.0,12000.0,1,0,194,547,107,192,654,0,2,1,4,46,107,29
114.0,22300.0,22300.0,0,0,639,703,95,149,33,0,2,0,2,117,64,20
115.0,14700.0,14700.0,0,0,204,609,201,87,666,0,4,0,2,115,39,12
116.0,22300.0,22300.0,1,0,767,882,656,189,606,0,2,0,2,55,70,21
117.0,22400.0,22400.0,0,0,882,370,658,273,626,0,4,2,2,55,152,38
118.0,14700.0,14700.0,1,0,50,705,593,229,593,0,0,0,2,55,120,32
119.0,22300.0,22300.0,0,0,776,363,437,142,548,0,1,0,2,43,149,36
120.0,14700.0,14700.0,1,0,666,188,577,275,611,0,0,0,2,55,153,39
121.0,23400.0,23400.0,0,0,698,300,990,155,832,0,2,2,1,53,42,29
122.0,17300.0,17300.0,0,0,449,299,2,231,541,0,0,2,2,56,120,32
123.0,22300.0,22300.0,0,0,332,80,855,157,83,0,3,0,2,108,70,21
124.0,22300.0,22300.0,0,0,477,722,525,272,586,0,4,0,2,55,37,26
125.0,14700.0,14700.0,0,0,725,856,522,87,581,0,3,0,2,55,39,12
126.0,21500.0,21500.0,0,0,42,715,458,21,620,0,3,0,2,55,2,0
127.0,22300.0,22300.0,0,0,493,58,462,210,609,0,2,0,2,55,107,26
128.0,14700.0,14700.0,0,0,830,897,456,231,589,0,0,0,2,55,120,32
129.0,21500.0,21500.0,0,0,895,657,489,93,583,0,3,0,2,55,2,0
130.0,23400.0,23400.0,1,0,988,629,731,155,503,0,4,2,2,122,42,13
131.0,22300.0,22300.0,1,0,716,409,728,185,272,0,3,0,2,120,96,24
132.0,10100.0,10100.0,1,0,814,306,175,272,824,0,2,2,2,49,37,11
133.0,9100.0,9100.0,0,0,960,280,192,296,258,0,3,2,2,49,30,9
134.0,46800.0,46800.0,0,0,991,700,734,281,253,0,4,2,2,57,96,24
135.0,14700.0,14700.0,1,0,175,372,368,14,617,0,4,0,2,55,10,3
136.0,22300.0,22300.0,0,0,109,231,362,83,615,0,3,0,1,55,107,29
137.0,22400.0,22400.0,1,0,719,476,227,86,243,0,2,2,2,14,38,9
138.0,14700.0,14700.0,1,0,122,619,290,87,624,0,4,0,2,55,39,12
139.0,22300.0,22300.0,0,0,397,571,285,248,603,0,3,0,2,55,52,17
140.0,22300.0,22300.0,0,0,687,938,259,37,602,0,2,0,2,55,107,26
141.0,22400.0,22400.0,0,0,628,716,856,153,263,0,0,2,2,28,30,9
142.0,21300.0,21300.0,1,0,340,998,442,24,447,0,3,2,2,98,155,41
143.0,22300.0,22300.0,0,0,385,903,224,157,592,0,3,0,2,55,70,21
144.0,66900.0,66900.0,1,0,491,662,980,216,86,0,3,0,2,21,111,27
145.0,17300.0,17300.0,1,0,378,529,221,275,618,0,4,2,2,55,153,39
146.0,17300.0,17300.0,1,0,592,952,209,190,604,0,0,2,2,55,98,25
147.0,21500.0,21500.0,1,0,858,706,216,276,582,0,3,0,2,55,112,28
148.0,22300.0,22300.0,0,0,945,123,217,174,596,0,2,0,2,55,42,13
149.0,14700.0,14700.0,1,0,970,211,202,87,608,0,0,0,2,55,39,12
150.0,51600.0,51600.0,0,0,797,37,344,105,379,0,2,2,2,110,70,21
151.0,16200.0,16200.0,0,0,105,131,723,78,95,0,3,0,2,25,112,28
152.0,14700.0,14700.0,0,0,86,893,188,275,600,0,0,0,2,55,153,39
153.0,44600.0,44600.0,1,0,328,623,994,282,90,0,3,0,1,74,107,29
154.0,14700.0,14700.0,1,0,889,21,117,87,9,0,4,0,2,56,39,12
155.0,14700.0,14700.0,1,0,115,218,974,275,306,0,0,0,2,27,153,39
156.0,26400.0,26400.0,0,0,909,290,354,284,639,0,4,2,2,32,79,22
157.0,14700.0,14700.0,0,0,72,579,953,87,79,0,4,0,2,108,39,12
158.0,14700.0,14700.0,0,0,877,730,170,159,661,0,2,0,1,115,80,29
159.0,21300.0,21300.0,0,0,827,676,646,122,421,0,4,2,2,124,55,18
160.0,22400.0,22400.0,1,0,900,274,651,269,424,0,4,2,2,124,107,26
161.0,22400.0,22400.0,0,0,953,318,596,98,423,0,4,2,2,124,16,5
162.0,18300.0,18300.0,0,0,640,85,74,183,16,0,2,0,2,13,136,34
163.0,18300.0,18300.0,1,0,365,879,240,136,543,0,1,0,2,43,19,6
164.0,22300.0,22300.0,0,0,948,440,208,161,295,0,4,0,2,43,61,26
165.0,22300.0,22300.0,1,0,51,428,857,9,143,0,3,0,2,57,9,13
166.0,17300.0,17300.0,0,0,780,15,992,285,5,0,4,2,2,21,80,23
167.0,18300.0,18300.0,0,0,208,267,98,136,376,0,1,0,2,43,19,6
168.0,14700.0,14700.0,0,0,85,467,680,87,254,0,1,0,1,57,39,29
169.0,18300.0,18300.0,0,0,453,36,391,249,335,0,3,0,2,9,136,34
170.0,14700.0,14700.0,1,0,828,528,685,153,800,0,2,0,1,127,80,29
171.0,14700.0,14700.0,1,0,160,637,20,159,585,0,4,0,2,65,80,23
172.0,18300.0,18300.0,1,0,826,295,541,236,601,0,3,0,2,65,112,28
173.0,22400.0,22400.0,0,0,52,847,411,273,144,0,4,2,2,42,152,38
174.0,14700.0,14700.0,1,0,704,403,858,231,587,0,0,0,2,55,120,32
175.0,21300.0,21300.0,0,0,789,209,972,153,971,0,2,2,1,39,30,29
176.0,21300.0,21300.0,1,0,708,426,567,111,269,0,0,2,2,72,30,9
177.0,22300.0,22300.0,0,0,69,820,26,85,702,0,1,0,1,6,111,29
178.0,14700.0,14700.0,1,0,240,393,786,190,111,0,0,0,2,29,98,25
179.0,14700.0,14700.0,1,0,825,993,984,87,490,0,3,0,2,89,39,12
180.0,18300.0,18300.0,0,0,242,384,626,50,133,0,1,0,1,91,55,29
181.0,22300.0,22300.0,1,0,158,16,581,64,271,0,2,0,2,72,9,13
182.0,24000.0,24000.0,1,0,274,238,552,258,957,0,2,1,2,106,143,35
183.0,8500.0,8500.0,1,0,567,19,684,104,953,0,2,1,2,106,103,37
184.0,9000.0,9000.0,1,0,605,501,41,249,521,0,2,1,2,106,136,34
185.0,8000.0,8000.0,1,0,655,636,10,69,954,0,3,1,2,106,52,17
186.0,14700.0,14700.0,1,0,768,612,991,47,13,0,2,0,1,91,10,29
187.0,14700.0,14700.0,1,0,697,386,61,285,292,0,3,0,2,43,80,23
188.0,14200.0,14200.0,0,0,983,514,34,106,115,0,2,2,2,80,111,27
189.0,23400.0,23400.0,0,0,293,208,433,256,433,0,4,2,2,124,42,13
190.0,21300.0,21300.0,0,0,432,601,463,156,512,0,4,2,2,124,98,25
191.0,20300.0,20300.0,0,0,420,307,989,184,727,0,2,2,0,113,55,29
192.0,44600.0,44600.0,1,0,45,866,214,60,239,0,4,0,1,56,64,29
193.0,17200.0,17200.0,0,0,130,737,272,176,225,0,2,2,2,110,111,27
194.0,40600.0,40600.0,0,0,276,997,779,16,753,0,2,0,2,94,125,16
195.0,39600.0,39600.0,0,0,510,919,432,237,747,0,2,0,2,94,126,16
196.0,11600.0,11600.0,1,0,916,431,488,29,756,0,2,0,2,94,18,10
197.0,22300.0,22300.0,1,0,260,606,375,134,331,0,4,0,2,9,111,27
198.0,14700.0,14700.0,1,0,254,344,187,131,300,0,2,0,2,104,61,19
199.0,18300.0,18300.0,0,0,915,17,966,76,320,0,4,0,2,27,157,42
200.0,18300.0,18300.0,1,0,613,675,104,236,496,0,3,0,2,127,112,28
201.0,16200.0,16200.0,0,0,412,649,444,254,395,0,4,0,2,35,112,28
202.0,32400.0,32400.0,0,0,680,78,431,78,411,0,2,0,1,35,112,29
203.0,16200.0,16200.0,0,0,986,470,361,24,402,0,1,0,1,35,155,29
204.0,18300.0,18300.0,0,0,98,508,46,1,916,0,2,2,1,119,2,29
205.0,16200.0,16200.0,1,0,984,430,650,42,619,0,0,2,2,79,152,38
206.0,21300.0,21300.0,0,0,6,942,965,156,219,0,4,2,2,82,98,25
207.0,162000.0,162000.0,0,0,410,911,17,254,12,0,3,0,2,89,112,28
208.0,14700.0,14700.0,1,0,665,0,956,275,507,0,4,0,2,109,153,39
209.0,22300.0,22300.0,1,0,764,158,955,134,508,0,4,0,2,109,111,27
210.0,22400.0,22400.0,0,0,552,242,769,216,58,0,2,2,2,12,111,27
211.0,22400.0,22400.0,1,0,320,586,686,61,108,0,2,2,2,12,30,9
212.0,34600.0,34600.0,1,0,216,203,970,231,436,0,1,2,1,119,120,29
213.0,16200.0,16200.0,0,0,186,984,40,232,773,0,2,2,0,78,119,29
214.0,17300.0,17300.0,1,0,189,727,903,231,476,0,3,2,1,57,120,29
215.0,18300.0,18300.0,0,0,852,910,366,109,561,0,3,0,2,65,55,18
216.0,16200.0,16200.0,1,0,152,830,853,265,17,0,3,2,2,79,37,26
217.0,22300.0,22300.0,0,0,308,877,119,75,398,0,3,0,1,35,96,29
218.0,34600.0,34600.0,1,0,383,256,975,231,416,0,1,2,1,119,120,29
219.0,22300.0,22300.0,0,0,823,556,499,215,396,0,4,0,2,35,7,1
220.0,34600.0,34600.0,1,0,300,854,969,231,435,0,1,2,1,119,120,29
221.0,22400.0,22400.0,0,0,952,667,701,216,570,0,4,2,2,87,111,27
222.0,17300.0,17300.0,0,0,451,850,347,159,438,0,0,2,2,124,80,23
223.0,22300.0,22300.0,0,0,643,417,360,46,426,0,3,2,1,124,79,29
224.0,20300.0,20300.0,1,0,211,319,587,149,110,0,0,0,2,2,64,20
225.0,11600.0,11600.0,1,0,55,883,988,54,719,0,2,0,2,0,131,7
226.0,29400.0,29400.0,1,0,436,749,533,228,536,0,4,0,2,123,118,30
227.0,44600.0,44600.0,0,0,549,429,448,239,76,0,4,0,2,35,111,27
228.0,42600.0,42600.0,0,0,963,278,53,112,65,0,4,0,2,35,38,9
229.0,29400.0,29400.0,1,0,530,226,523,14,535,0,4,0,2,123,10,3
230.0,14700.0,14700.0,0,0,22,693,6,14,590,0,1,0,1,65,10,29
231.0,44600.0,44600.0,0,0,962,357,59,4,563,0,3,0,1,65,64,29
232.0,29400.0,29400.0,1,0,997,72,49,87,560,0,4,0,2,65,39,12
233.0,17200.0,17200.0,0,0,124,946,703,175,75,0,0,2,2,94,128,2
234.0,22300.0,22300.0,1,0,727,757,987,65,691,0,4,0,2,53,149,36
235.0,8100.0,8100.0,1,0,457,812,601,14,745,0,3,0,2,73,10,3
236.0,20300.0,20300.0,0,0,348,852,165,138,61,0,4,0,2,2,11,4
237.0,22400.0,22400.0,0,0,357,180,5,225,565,0,3,2,2,65,117,27
238.0,15700.0,15700.0,0,0,54,4,696,204,821,0,2,0,2,70,135,35
239.0,54800.0,54800.0,0,0,58,610,199,0,792,0,3,0,2,70,1,8
240.0,22300.0,22300.0,0,0,191,166,986,83,92,0,4,0,2,27,107,26
241.0,42600.0,42600.0,0,0,225,585,105,302,78,0,4,2,2,35,30,9
242.0,21300.0,21300.0,0,0,287,83,376,35,810,0,2,0,2,70,49,7
243.0,32500.0,32500.0,0,0,956,873,528,187,413,0,2,0,2,70,97,16
244.0,20300.0,20300.0,0,0,368,679,865,105,94,0,2,0,2,113,70,21
245.0,14700.0,14700.0,1,0,969,488,561,275,107,0,3,0,2,2,153,39
246.0,18300.0,18300.0,1,0,425,90,949,122,303,0,4,0,2,86,55,18
247.0,14700.0,14700.0,1,0,439,907,460,153,554,0,4,0,2,66,80,23
